river,station,date,time,datetime,temp,LDO,oxy,light,modlight,,,,,,,
tippe,down2,7/28/2011,10:25:00,7/28/2011 10:25,25.49,6.24,6.24,,1512.684216,,,,,,,
tippe,down2,7/28/2011,10:30:00,7/28/2011 10:30,25.48,6.25,6.25,,1539.40941,,,,,,,
tippe,down2,7/28/2011,10:35:00,7/28/2011 10:35,25.48,6.23,6.23,,1565.641252,,,,,,,
tippe,down2,7/28/2011,10:40:00,7/28/2011 10:40,25.48,6.24,6.24,,1591.367485,,,,,,,
tippe,down2,7/28/2011,10:45:00,7/28/2011 10:45,25.5,6.28,6.28,,1616.57612,,,,,,,
tippe,down2,7/28/2011,10:50:00,7/28/2011 10:50,25.52,6.32,6.32,,1641.255443,,,,,,,
tippe,down2,7/28/2011,10:55:00,7/28/2011 10:55,25.57,6.35,6.35,,1665.394022,,,,,,,
tippe,down2,7/28/2011,11:00:00,7/28/2011 11:00,25.6,6.38,6.38,,1688.980717,,,,,,,
tippe,down2,7/28/2011,11:05:00,7/28/2011 11:05,25.59,6.37,6.37,,1712.004688,,,,,,,
tippe,down2,7/28/2011,11:10:00,7/28/2011 11:10,25.57,6.37,6.37,,1734.455401,,,,,,,
tippe,down2,7/28/2011,11:15:00,7/28/2011 11:15,25.55,6.37,6.37,,1756.322638,,,,,,,
tippe,down2,7/28/2011,11:20:00,7/28/2011 11:20,25.56,6.35,6.35,,1777.596506,,,,,,,
tippe,down2,7/28/2011,11:25:00,7/28/2011 11:25,25.56,6.41,6.41,,1798.267442,,,,,,,
tippe,down2,7/28/2011,11:30:00,7/28/2011 11:30,25.58,6.44,6.44,,1818.326227,,,,,,,
tippe,down2,7/28/2011,11:35:00,7/28/2011 11:35,25.6,6.46,6.46,,1837.763991,,,,,,,
tippe,down2,7/28/2011,11:40:00,7/28/2011 11:40,25.6,6.5,6.5,,1856.572221,,,,,,,
tippe,down2,7/28/2011,11:45:00,7/28/2011 11:45,25.61,6.48,6.48,,1874.742776,,,,,,,
tippe,down2,7/28/2011,11:50:00,7/28/2011 11:50,25.62,6.52,6.52,,1892.267889,,,,,,,
tippe,down2,7/28/2011,11:55:00,7/28/2011 11:55,25.62,6.54,6.54,,1909.140179,,,,,,,
tippe,down2,7/28/2011,12:00:00,7/28/2011 12:00,25.65,6.54,6.54,,1925.352661,,,,,,,
tippe,down2,7/28/2011,12:05:00,7/28/2011 12:05,25.68,6.57,6.57,,1940.898755,,,,,,,
tippe,down2,7/28/2011,12:10:00,7/28/2011 12:10,25.71,6.61,6.61,,1955.772291,,,,,,,
tippe,down2,7/28/2011,12:15:00,7/28/2011 12:15,25.72,6.61,6.61,,1969.967521,,,,,,,
tippe,down2,7/28/2011,12:20:00,7/28/2011 12:20,25.72,6.65,6.65,,1983.479124,,,,,,,
tippe,down2,7/28/2011,12:25:00,7/28/2011 12:25,25.74,6.67,6.67,,1996.302211,,,,,,,
tippe,down2,7/28/2011,12:30:00,7/28/2011 12:30,25.75,6.68,6.68,,2008.432332,,,,,,,
tippe,down2,7/28/2011,12:35:00,7/28/2011 12:35,25.76,6.69,6.69,,2019.865477,,,,,,,
tippe,down2,7/28/2011,12:40:00,7/28/2011 12:40,25.77,6.73,6.73,,2030.598073,,,,,,,
tippe,down2,7/28/2011,12:45:00,7/28/2011 12:45,25.79,6.74,6.74,,2040.626986,,,,,,,
tippe,down2,7/28/2011,12:50:00,7/28/2011 12:50,25.82,6.79,6.79,,2049.949508,,,,,,,
tippe,down2,7/28/2011,12:55:00,7/28/2011 12:55,25.85,6.79,6.79,,2058.563349,,,,,,,
tippe,down2,7/28/2011,13:00:00,7/28/2011 13:00,25.87,6.83,6.83,,2066.466619,,,,,,,
tippe,down2,7/28/2011,13:05:00,7/28/2011 13:05,25.88,6.83,6.83,,2073.657802,,,,,,,
tippe,down2,7/28/2011,13:10:00,7/28/2011 13:10,25.88,6.86,6.86,,2080.135731,,,,,,,
tippe,down2,7/28/2011,13:15:00,7/28/2011 13:15,25.9,6.86,6.86,,2085.899551,,,,,,,
tippe,down2,7/28/2011,13:20:00,7/28/2011 13:20,25.93,6.89,6.89,,2090.948677,,,,,,,
tippe,down2,7/28/2011,13:25:00,7/28/2011 13:25,25.96,6.89,6.89,,2095.282751,,,,,,,
tippe,down2,7/28/2011,13:30:00,7/28/2011 13:30,25.99,6.93,6.93,,2098.901593,,,,,,,
tippe,down2,7/28/2011,13:35:00,7/28/2011 13:35,26.01,6.94,6.94,,2101.805152,,,,,,,
tippe,down2,7/28/2011,13:40:00,7/28/2011 13:40,26.01,6.96,6.96,,2103.993454,,,,,,,
tippe,down2,7/28/2011,13:45:00,7/28/2011 13:45,26.05,6.99,6.99,,2105.466566,,,,,,,
tippe,down2,7/28/2011,13:50:00,7/28/2011 13:50,26.11,7.04,7.04,,2106.224554,,,,,,,
tippe,down2,7/28/2011,13:55:00,7/28/2011 13:55,26.16,7.08,7.08,,2106.267458,,,,,,,
tippe,down2,7/28/2011,14:00:00,7/28/2011 14:00,26.2,7.11,7.11,,2105.595282,,,,,,,
tippe,down2,7/28/2011,14:05:00,7/28/2011 14:05,26.23,7.13,7.13,,2104.207988,,,,,,,
tippe,down2,7/28/2011,14:10:00,7/28/2011 14:10,26.23,7.13,7.13,,2102.105512,,,,,,,
tippe,down2,7/28/2011,14:15:00,7/28/2011 14:15,26.2,7.12,7.12,,2099.287787,,,,,,,
tippe,down2,7/28/2011,14:20:00,7/28/2011 14:20,26.21,7.1,7.1,,2095.754778,,,,,,,
tippe,down2,7/28/2011,14:25:00,7/28/2011 14:25,26.26,7.16,7.16,,2091.506525,,,,,,,
tippe,down2,7/28/2011,14:30:00,7/28/2011 14:30,26.34,7.23,7.23,,2086.543191,,,,,,,
tippe,down2,7/28/2011,14:35:00,7/28/2011 14:35,26.36,7.24,7.24,,2080.865109,,,,,,,
tippe,down2,7/28/2011,14:40:00,7/28/2011 14:40,26.37,7.26,7.26,,2074.472833,,,,,,,
tippe,down2,7/28/2011,14:45:00,7/28/2011 14:45,26.41,7.32,7.32,,2067.367185,,,,,,,
tippe,down2,7/28/2011,14:50:00,7/28/2011 14:50,26.42,7.31,7.31,,2059.549293,,,,,,,
tippe,down2,7/28/2011,14:55:00,7/28/2011 14:55,26.45,7.34,7.34,,2051.020628,,,,,,,
tippe,down2,7/28/2011,15:00:00,7/28/2011 15:00,26.5,7.36,7.36,,2041.783035,,,,,,,
tippe,down2,7/28/2011,15:05:00,7/28/2011 15:05,26.52,7.39,7.39,,2031.838754,,,,,,,
tippe,down2,7/28/2011,15:10:00,7/28/2011 15:10,26.53,7.37,7.37,,2021.190443,,,,,,,
tippe,down2,7/28/2011,15:15:00,7/28/2011 15:15,26.57,7.41,7.41,,2009.841184,,,,,,,
tippe,down2,7/28/2011,15:20:00,7/28/2011 15:20,26.59,7.43,7.43,,1997.794497,,,,,,,
tippe,down2,7/28/2011,15:25:00,7/28/2011 15:25,26.63,7.49,7.49,,1985.05434,,,,,,,
tippe,down2,7/28/2011,15:30:00,7/28/2011 15:30,26.67,7.48,7.48,,1971.625109,,,,,,,
tippe,down2,7/28/2011,15:35:00,7/28/2011 15:35,26.68,7.51,7.51,,1957.511642,,,,,,,
tippe,down2,7/28/2011,15:40:00,7/28/2011 15:40,26.72,7.54,7.54,,1942.719207,,,,,,,
tippe,down2,7/28/2011,15:45:00,7/28/2011 15:45,26.74,7.55,7.55,,1927.253503,,,,,,,
tippe,down2,7/28/2011,15:50:00,7/28/2011 15:50,26.76,7.58,7.58,,1911.120648,,,,,,,
tippe,down2,7/28/2011,15:55:00,7/28/2011 15:55,26.79,7.57,7.57,,1894.327174,,,,,,,
tippe,down2,7/28/2011,16:00:00,7/28/2011 16:00,26.8,7.58,7.58,,1876.880018,,,,,,,
tippe,down2,7/28/2011,16:05:00,7/28/2011 16:05,26.83,7.61,7.61,,1858.786514,,,,,,,
tippe,down2,7/28/2011,16:10:00,7/28/2011 16:10,26.84,7.56,7.56,,1840.054382,,,,,,,
tippe,down2,7/28/2011,16:15:00,7/28/2011 16:15,26.9,7.64,7.64,,1820.69172,,,,,,,
tippe,down2,7/28/2011,16:20:00,7/28/2011 16:20,26.93,7.68,7.68,,1800.706996,,,,,,,
tippe,down2,7/28/2011,16:25:00,7/28/2011 16:25,26.96,7.69,7.69,,1780.109038,,,,,,,
tippe,down2,7/28/2011,16:30:00,7/28/2011 16:30,26.98,7.67,7.67,,1758.907024,,,,,,,
tippe,down2,7/28/2011,16:35:00,7/28/2011 16:35,27.02,7.74,7.74,,1737.110475,,,,,,,
tippe,down2,7/28/2011,16:40:00,7/28/2011 16:40,27.06,7.73,7.73,,1714.729246,,,,,,,
tippe,down2,7/28/2011,16:45:00,7/28/2011 16:45,27.08,7.76,7.76,,1691.773516,,,,,,,
tippe,down2,7/28/2011,16:50:00,7/28/2011 16:50,27.09,7.74,7.74,,1668.253781,,,,,,,
tippe,down2,7/28/2011,16:55:00,7/28/2011 16:55,27.14,7.79,7.79,,1644.180846,,,,,,,
tippe,down2,7/28/2011,17:00:00,7/28/2011 17:00,27.17,7.79,7.79,,1619.565815,,,,,,,
tippe,down2,7/28/2011,17:05:00,7/28/2011 17:05,27.19,7.79,7.79,,1594.420084,,,,,,,
tippe,down2,7/28/2011,17:10:00,7/28/2011 17:10,27.22,7.8,7.8,,1568.755335,,,,,,,
tippe,down2,7/28/2011,17:15:00,7/28/2011 17:15,27.25,7.84,7.84,,1542.583524,,,,,,,
tippe,down2,7/28/2011,17:20:00,7/28/2011 17:20,27.29,7.85,7.85,,1515.916876,,,,,,,
tippe,down2,7/28/2011,17:25:00,7/28/2011 17:25,27.32,7.89,7.89,,1488.767878,,,,,,,
tippe,down2,7/28/2011,17:30:00,7/28/2011 17:30,27.31,7.84,7.84,,1461.149268,,,,,,,
tippe,down2,7/28/2011,17:35:00,7/28/2011 17:35,27.34,7.87,7.87,,1433.07403,,,,,,,
tippe,down2,7/28/2011,17:40:00,7/28/2011 17:40,27.36,7.88,7.88,,1404.555386,,,,,,,
tippe,down2,7/28/2011,17:45:00,7/28/2011 17:45,27.39,7.9,7.9,,1375.606787,,,,,,,
tippe,down2,7/28/2011,17:50:00,7/28/2011 17:50,27.4,7.91,7.91,,1346.241909,,,,,,,
tippe,down2,7/28/2011,17:55:00,7/28/2011 17:55,27.42,7.91,7.91,,1316.474638,,,,,,,
tippe,down2,7/28/2011,18:00:00,7/28/2011 18:00,27.44,7.92,7.92,,1286.319073,,,,,,,
tippe,down2,7/28/2011,18:05:00,7/28/2011 18:05,27.48,7.97,7.97,,1255.789507,,,,,,,
tippe,down2,7/28/2011,18:10:00,7/28/2011 18:10,27.48,7.9,7.9,,1224.900428,,,,,,,
tippe,down2,7/28/2011,18:15:00,7/28/2011 18:15,27.52,8,8,,1193.666508,,,,,,,
tippe,down2,7/28/2011,18:20:00,7/28/2011 18:20,27.52,7.97,7.97,,1162.102594,,,,,,,
tippe,down2,7/28/2011,18:25:00,7/28/2011 18:25,27.53,7.98,7.98,,1130.223705,,,,,,,
tippe,down2,7/28/2011,18:30:00,7/28/2011 18:30,27.55,7.99,7.99,,1098.045018,,,,,,,
tippe,down2,7/28/2011,18:35:00,7/28/2011 18:35,27.56,8,8,,1065.581864,,,,,,,
tippe,down2,7/28/2011,18:40:00,7/28/2011 18:40,27.58,7.99,7.99,,1032.849722,,,,,,,
tippe,down2,7/28/2011,18:45:00,7/28/2011 18:45,27.59,8.01,8.01,,999.864207,,,,,,,
tippe,down2,7/28/2011,18:50:00,7/28/2011 18:50,27.6,8.01,8.01,,966.6410637,,,,,,,
tippe,down2,7/28/2011,18:55:00,7/28/2011 18:55,27.6,7.97,7.97,,933.1961605,,,,,,,
tippe,down2,7/28/2011,19:00:00,7/28/2011 19:00,27.62,8,8,,899.5454797,,,,,,,
tippe,down2,7/28/2011,19:05:00,7/28/2011 19:05,27.62,7.98,7.98,,872.4875835,,,,,,,
tippe,down2,7/28/2011,19:10:00,7/28/2011 19:10,27.63,8.02,8.02,,831.6912398,,,,,,,
tippe,down2,7/28/2011,19:15:00,7/28/2011 19:15,27.62,7.99,7.99,,797.5201469,,,,,,,
tippe,down2,7/28/2011,19:20:00,7/28/2011 19:20,27.62,7.95,7.95,,763.2081931,,,,,,,
tippe,down2,7/28/2011,19:25:00,7/28/2011 19:25,27.62,7.97,7.97,,728.7718148,,,,,,,
tippe,down2,7/28/2011,19:30:00,7/28/2011 19:30,27.62,7.96,7.96,,694.2275154,,,,,,,
tippe,down2,7/28/2011,19:35:00,7/28/2011 19:35,27.62,7.96,7.96,,659.5918575,,,,,,,
tippe,down2,7/28/2011,19:40:00,7/28/2011 19:40,27.61,7.92,7.92,,624.8814546,,,,,,,
tippe,down2,7/28/2011,19:45:00,7/28/2011 19:45,27.6,7.91,7.91,,590.1129635,,,,,,,
tippe,down2,7/28/2011,19:50:00,7/28/2011 19:50,27.6,7.87,7.87,,562.2675631,,,,,,,
tippe,down2,7/28/2011,19:55:00,7/28/2011 19:55,27.58,7.88,7.88,,520.4685114,,,,,,,
tippe,down2,7/28/2011,20:00:00,7/28/2011 20:00,27.57,7.82,7.82,,485.6260077,,,,,,,
tippe,down2,7/28/2011,20:05:00,7/28/2011 20:05,27.56,7.81,7.81,,450.7923143,,,,,,,
tippe,down2,7/28/2011,20:10:00,7/28/2011 20:10,27.55,7.8,7.8,,415.9841838,,,,,,,
tippe,down2,7/28/2011,20:15:00,7/28/2011 20:15,27.53,7.76,7.76,,381.2183643,,,,,,,
tippe,down2,7/28/2011,20:20:00,7/28/2011 20:20,27.52,7.73,7.73,,346.511591,,,,,,,
tippe,down2,7/28/2011,20:25:00,7/28/2011 20:25,27.51,7.69,7.69,,311.8805785,,,,,,,
tippe,down2,7/28/2011,20:30:00,7/28/2011 20:30,27.5,7.71,7.71,,277.3420129,,,,,,,
tippe,down2,7/28/2011,20:35:00,7/28/2011 20:35,27.49,7.63,7.63,,249.7889124,,,,,,,
tippe,down2,7/28/2011,20:40:00,7/28/2011 20:40,27.47,7.62,7.62,,208.6087775,,,,,,,
tippe,down2,7/28/2011,20:45:00,7/28/2011 20:45,27.46,7.61,7.61,,174.4472664,,,,,,,
tippe,down2,7/28/2011,20:50:00,7/28/2011 20:50,27.44,7.55,7.55,,140.4445043,,,,,,,
tippe,down2,7/28/2011,20:55:00,7/28/2011 20:55,27.43,7.53,7.53,,106.616917,,,,,,,
tippe,down2,7/28/2011,21:00:00,7/28/2011 21:00,27.42,7.53,7.53,,79.69196312,,,,,,,
tippe,down2,7/28/2011,21:05:00,7/28/2011 21:05,27.4,7.48,7.48,,54.05077194,,,,,,,
tippe,down2,7/28/2011,21:10:00,7/28/2011 21:10,27.39,7.46,7.46,,45.77343663,,,,,,,
tippe,down2,7/28/2011,21:15:00,7/28/2011 21:15,27.37,7.46,7.46,,37.54642154,,,,,,,
tippe,down2,7/28/2011,21:20:00,7/28/2011 21:20,27.36,7.45,7.45,,31.00386197,,,,,,,
tippe,down2,7/28/2011,21:25:00,7/28/2011 21:25,27.34,7.4,7.4,,21.26012823,,,,,,,
tippe,down2,7/28/2011,21:30:00,7/28/2011 21:30,27.33,7.38,7.38,,13.20919216,,,,,,,
tippe,down2,7/28/2011,21:35:00,7/28/2011 21:35,27.31,7.39,7.39,,5.225256824,,,,,,,
tippe,down2,7/28/2011,21:40:00,7/28/2011 21:40,27.3,7.3,7.3,,0,,,,,,,
tippe,down2,7/28/2011,21:45:00,7/28/2011 21:45,27.28,7.32,7.32,,0,,,,,,,
tippe,down2,7/28/2011,21:50:00,7/28/2011 21:50,27.27,7.29,7.29,,0,,,,,,,
tippe,down2,7/28/2011,21:55:00,7/28/2011 21:55,27.25,7.26,7.26,,0,,,,,,,
tippe,down2,7/28/2011,22:00:00,7/28/2011 22:00,27.23,7.23,7.23,,0,,,,,,,
tippe,down2,7/28/2011,22:05:00,7/28/2011 22:05,27.22,7.23,7.23,,0,,,,,,,
tippe,down2,7/28/2011,22:10:00,7/28/2011 22:10,27.2,7.21,7.21,,0,,,,,,,
tippe,down2,7/28/2011,22:15:00,7/28/2011 22:15,27.19,7.16,7.16,,0,,,,,,,
tippe,down2,7/28/2011,22:20:00,7/28/2011 22:20,27.17,7.16,7.16,,0,,,,,,,
tippe,down2,7/28/2011,22:25:00,7/28/2011 22:25,27.15,7.16,7.16,,0,,,,,,,
tippe,down2,7/28/2011,22:30:00,7/28/2011 22:30,27.14,7.13,7.13,,0,,,,,,,
tippe,down2,7/28/2011,22:35:00,7/28/2011 22:35,27.12,7.12,7.12,,0,,,,,,,
tippe,down2,7/28/2011,22:40:00,7/28/2011 22:40,27.1,7.1,7.1,,0,,,,,,,
tippe,down2,7/28/2011,22:45:00,7/28/2011 22:45,27.08,7.04,7.04,,0,,,,,,,
tippe,down2,7/28/2011,22:50:00,7/28/2011 22:50,27.07,7.04,7.04,,0,,,,,,,
tippe,down2,7/28/2011,22:55:00,7/28/2011 22:55,27.05,7.02,7.02,,0,,,,,,,
tippe,down2,7/28/2011,23:00:00,7/28/2011 23:00,27.03,7.02,7.02,,0,,,,,,,
tippe,down2,7/28/2011,23:05:00,7/28/2011 23:05,27.01,6.97,6.97,,0,,,,,,,
tippe,down2,7/28/2011,23:10:00,7/28/2011 23:10,26.99,6.95,6.95,,0,,,,,,,
tippe,down2,7/28/2011,23:15:00,7/28/2011 23:15,26.98,6.93,6.93,,0,,,,,,,
tippe,down2,7/28/2011,23:20:00,7/28/2011 23:20,26.96,6.89,6.89,,0,,,,,,,
tippe,down2,7/28/2011,23:25:00,7/28/2011 23:25,26.94,6.91,6.91,,0,,,,,,,
tippe,down2,7/28/2011,23:30:00,7/28/2011 23:30,26.93,6.88,6.88,,0,,,,,,,
tippe,down2,7/28/2011,23:35:00,7/28/2011 23:35,26.91,6.86,6.86,,0,,,,,,,
tippe,down2,7/28/2011,23:40:00,7/28/2011 23:40,26.9,6.83,6.83,,0,,,,,,,
tippe,down2,7/28/2011,23:45:00,7/28/2011 23:45,26.88,6.83,6.83,,0,,,,,,,
tippe,down2,7/28/2011,23:50:00,7/28/2011 23:50,26.86,6.8,6.8,,0,,,,,,,
tippe,down2,7/28/2011,23:55:00,7/28/2011 23:55,26.85,6.78,6.78,,0,,,,,,,
tippe,down2,7/29/2011,0:00:00,7/29/2011 0:00,26.84,6.77,6.77,,0,,,,,,,
tippe,down2,7/29/2011,0:05:00,7/29/2011 0:05,26.82,6.74,6.74,,0,,,,,,,
tippe,down2,7/29/2011,0:10:00,7/29/2011 0:10,26.8,6.71,6.71,,0,,,,,,,
tippe,down2,7/29/2011,0:15:00,7/29/2011 0:15,26.79,6.72,6.72,,0,,,,,,,
tippe,down2,7/29/2011,0:20:00,7/29/2011 0:20,26.78,6.67,6.67,,0,,,,,,,
tippe,down2,7/29/2011,0:25:00,7/29/2011 0:25,26.77,6.66,6.66,,0,,,,,,,
tippe,down2,7/29/2011,0:30:00,7/29/2011 0:30,26.75,6.65,6.65,,0,,,,,,,
tippe,down2,7/29/2011,0:35:00,7/29/2011 0:35,26.74,6.62,6.62,,0,,,,,,,
tippe,down2,7/29/2011,0:40:00,7/29/2011 0:40,26.72,6.61,6.61,,0,,,,,,,
tippe,down2,7/29/2011,0:45:00,7/29/2011 0:45,26.71,6.58,6.58,,0,,,,,,,
tippe,down2,7/29/2011,0:50:00,7/29/2011 0:50,26.7,6.6,6.6,,0,,,,,,,
tippe,down2,7/29/2011,0:55:00,7/29/2011 0:55,26.69,6.58,6.58,,0,,,,,,,
tippe,down2,7/29/2011,1:00:00,7/29/2011 1:00,26.68,6.56,6.56,,0,,,,,,,
tippe,down2,7/29/2011,1:05:00,7/29/2011 1:05,26.67,6.52,6.52,,0,,,,,,,
tippe,down2,7/29/2011,1:10:00,7/29/2011 1:10,26.66,6.53,6.53,,0,,,,,,,
tippe,down2,7/29/2011,1:15:00,7/29/2011 1:15,26.65,6.5,6.5,,0,,,,,,,
tippe,down2,7/29/2011,1:20:00,7/29/2011 1:20,26.64,6.49,6.49,,0,,,,,,,
tippe,down2,7/29/2011,1:25:00,7/29/2011 1:25,26.63,6.48,6.48,,0,,,,,,,
tippe,down2,7/29/2011,1:30:00,7/29/2011 1:30,26.62,6.47,6.47,,0,,,,,,,
tippe,down2,7/29/2011,1:35:00,7/29/2011 1:35,26.61,6.44,6.44,,0,,,,,,,
tippe,down2,7/29/2011,1:40:00,7/29/2011 1:40,26.61,6.46,6.46,,0,,,,,,,
tippe,down2,7/29/2011,1:45:00,7/29/2011 1:45,26.59,6.45,6.45,,0,,,,,,,
tippe,down2,7/29/2011,1:50:00,7/29/2011 1:50,26.59,6.42,6.42,,0,,,,,,,
tippe,down2,7/29/2011,1:55:00,7/29/2011 1:55,26.58,6.43,6.43,,0,,,,,,,
tippe,down2,7/29/2011,2:00:00,7/29/2011 2:00,26.57,6.4,6.4,,0,,,,,,,
tippe,down2,7/29/2011,2:05:00,7/29/2011 2:05,26.56,6.37,6.37,,0,,,,,,,
tippe,down2,7/29/2011,2:10:00,7/29/2011 2:10,26.56,6.38,6.38,,0,,,,,,,
tippe,down2,7/29/2011,2:15:00,7/29/2011 2:15,26.55,6.36,6.36,,0,,,,,,,
tippe,down2,7/29/2011,2:20:00,7/29/2011 2:20,26.54,6.35,6.35,,0,,,,,,,
tippe,down2,7/29/2011,2:25:00,7/29/2011 2:25,26.53,6.32,6.32,,0,,,,,,,
tippe,down2,7/29/2011,2:30:00,7/29/2011 2:30,26.52,6.34,6.34,,0,,,,,,,
tippe,down2,7/29/2011,2:35:00,7/29/2011 2:35,26.52,6.32,6.32,,0,,,,,,,
tippe,down2,7/29/2011,2:40:00,7/29/2011 2:40,26.51,6.32,6.32,,0,,,,,,,
tippe,down2,7/29/2011,2:45:00,7/29/2011 2:45,26.5,6.29,6.29,,0,,,,,,,
tippe,down2,7/29/2011,2:50:00,7/29/2011 2:50,26.5,6.27,6.27,,0,,,,,,,
tippe,down2,7/29/2011,2:55:00,7/29/2011 2:55,26.5,6.3,6.3,,0,,,,,,,
tippe,down2,7/29/2011,3:00:00,7/29/2011 3:00,26.48,6.26,6.26,,0,,,,,,,
tippe,down2,7/29/2011,3:05:00,7/29/2011 3:05,26.47,6.23,6.23,,0,,,,,,,
tippe,down2,7/29/2011,3:10:00,7/29/2011 3:10,26.47,6.25,6.25,,0,,,,,,,
tippe,down2,7/29/2011,3:15:00,7/29/2011 3:15,26.46,6.25,6.25,,0,,,,,,,
tippe,down2,7/29/2011,3:20:00,7/29/2011 3:20,26.45,6.21,6.21,,0,,,,,,,
tippe,down2,7/29/2011,3:25:00,7/29/2011 3:25,26.44,6.21,6.21,,0,,,,,,,
tippe,down2,7/29/2011,3:30:00,7/29/2011 3:30,26.44,6.21,6.21,,0,,,,,,,
tippe,down2,7/29/2011,3:35:00,7/29/2011 3:35,26.44,6.21,6.21,,0,,,,,,,
tippe,down2,7/29/2011,3:40:00,7/29/2011 3:40,26.43,6.19,6.19,,0,,,,,,,
tippe,down2,7/29/2011,3:45:00,7/29/2011 3:45,26.43,6.19,6.19,,0,,,,,,,
tippe,down2,7/29/2011,3:50:00,7/29/2011 3:50,26.42,6.17,6.17,,0,,,,,,,
tippe,down2,7/29/2011,3:55:00,7/29/2011 3:55,26.41,6.17,6.17,,0,,,,,,,
tippe,down2,7/29/2011,4:00:00,7/29/2011 4:00,26.4,6.15,6.15,,0,,,,,,,
tippe,down2,7/29/2011,4:05:00,7/29/2011 4:05,26.39,6.14,6.14,,0,,,,,,,
tippe,down2,7/29/2011,4:10:00,7/29/2011 4:10,26.38,6.14,6.14,,0,,,,,,,
tippe,down2,7/29/2011,4:15:00,7/29/2011 4:15,26.38,6.12,6.12,,0,,,,,,,
tippe,down2,7/29/2011,4:20:00,7/29/2011 4:20,26.37,6.14,6.14,,0,,,,,,,
tippe,down2,7/29/2011,4:25:00,7/29/2011 4:25,26.37,6.12,6.12,,0,,,,,,,
tippe,down2,7/29/2011,4:30:00,7/29/2011 4:30,26.36,6.11,6.11,,0,,,,,,,
tippe,down2,7/29/2011,4:35:00,7/29/2011 4:35,26.36,6.09,6.09,,0,,,,,,,
tippe,down2,7/29/2011,4:40:00,7/29/2011 4:40,26.35,6.1,6.1,,0,,,,,,,
tippe,down2,7/29/2011,4:45:00,7/29/2011 4:45,26.34,6.1,6.1,,0,,,,,,,
tippe,down2,7/29/2011,4:50:00,7/29/2011 4:50,26.34,6.08,6.08,,0,,,,,,,
tippe,down2,7/29/2011,4:55:00,7/29/2011 4:55,26.33,6.08,6.08,,0,,,,,,,
tippe,down2,7/29/2011,5:00:00,7/29/2011 5:00,26.32,6.07,6.07,,0,,,,,,,
tippe,down2,7/29/2011,5:05:00,7/29/2011 5:05,26.32,6.06,6.06,,0,,,,,,,
tippe,down2,7/29/2011,5:10:00,7/29/2011 5:10,26.31,6.07,6.07,,0,,,,,,,
tippe,down2,7/29/2011,5:15:00,7/29/2011 5:15,26.31,6.04,6.04,,0,,,,,,,
tippe,down2,7/29/2011,5:20:00,7/29/2011 5:20,26.3,6.03,6.03,,0,,,,,,,
tippe,down2,7/29/2011,5:25:00,7/29/2011 5:25,26.3,6.03,6.03,,0,,,,,,,
tippe,down2,7/29/2011,5:30:00,7/29/2011 5:30,26.29,6.02,6.02,,0,,,,,,,
tippe,down2,7/29/2011,5:35:00,7/29/2011 5:35,26.29,6.02,6.02,,0,,,,,,,
tippe,down2,7/29/2011,5:40:00,7/29/2011 5:40,26.28,6,6,,0,,,,,,,
tippe,down2,7/29/2011,5:45:00,7/29/2011 5:45,26.27,6,6,,0,,,,,,,
tippe,down2,7/29/2011,5:50:00,7/29/2011 5:50,26.27,5.99,5.99,,0,,,,,,,
tippe,down2,7/29/2011,5:55:00,7/29/2011 5:55,26.26,6,6,,0,,,,,,,
tippe,down2,7/29/2011,6:00:00,7/29/2011 6:00,26.25,5.99,5.99,,0,,,,,,,
white,up1,7/30/2011,22:00:00,7/30/2011 22:00,27.88,6.38,6.38,,0,,,,,,,
white,up1,7/30/2011,22:05:00,7/30/2011 22:05,27.87,6.39,6.39,,0,,,,,,,
white,up1,7/30/2011,22:10:00,7/30/2011 22:10,27.89,6.39,6.39,,0,,,,,,,
white,up1,7/30/2011,22:15:00,7/30/2011 22:15,27.87,6.39,6.39,,0,,,,,,,
white,up1,7/30/2011,22:20:00,7/30/2011 22:20,27.83,6.41,6.41,,0,,,,,,,
white,up1,7/30/2011,22:25:00,7/30/2011 22:25,27.86,6.4,6.4,,0,,,,,,,
white,up1,7/30/2011,22:30:00,7/30/2011 22:30,27.85,6.4,6.4,,0,,,,,,,
white,up1,7/30/2011,22:35:00,7/30/2011 22:35,27.86,6.41,6.41,,0,,,,,,,
white,up1,7/30/2011,22:40:00,7/30/2011 22:40,27.82,6.41,6.41,,0,,,,,,,
white,up1,7/30/2011,22:45:00,7/30/2011 22:45,27.82,6.43,6.43,,0,,,,,,,
white,up1,7/30/2011,22:50:00,7/30/2011 22:50,27.84,6.43,6.43,,0,,,,,,,
white,up1,7/30/2011,22:55:00,7/30/2011 22:55,27.79,6.45,6.45,,0,,,,,,,
white,up1,7/30/2011,23:00:00,7/30/2011 23:00,27.8,6.42,6.42,,0,,,,,,,
white,up1,7/30/2011,23:05:00,7/30/2011 23:05,27.81,6.44,6.44,,0,,,,,,,
white,up1,7/30/2011,23:10:00,7/30/2011 23:10,27.81,6.45,6.45,,0,,,,,,,
white,up1,7/30/2011,23:15:00,7/30/2011 23:15,27.8,6.43,6.43,,0,,,,,,,
white,up1,7/30/2011,23:20:00,7/30/2011 23:20,27.74,6.45,6.45,,0,,,,,,,
white,up1,7/30/2011,23:25:00,7/30/2011 23:25,27.8,6.46,6.46,,0,,,,,,,
